,region,education,jobtype,cptype,sales,employees,aversalary,capital,pros
89,경기,3,3,1,-,-,-,-,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-휴식까지 챙겨줘요!
90,강원특별자치도,4,1,1,-,-,-,-,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-HOT한 인기기업-보너스로 행복해요♥-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
91,강원특별자치도,0,1,1,-,-,-,-,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
92,강원특별자치도,0,3,3,32879127,"3,241",5739,208129,성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-지방에 위치한 대기업
93,강원특별자치도,0,3,2,2547000000,"18,000",-,-,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업
94,강원특별자치도,0,1,1,4499319,418,5928,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-인크루트 인증 우수기업
95,강원특별자치도,0,3,1,4499319,418,-,4933250,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-공기업 in 서울
96,강원특별자치도,0,2,1,24636017,"5,624",4166,19400,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업-인크루트 인증 우수기업-KOSPI 상장
97,강원특별자치도,0,1,1,53059,295,-,500,성장판 열린 회사-구직자 인기기업-인크루트 인증 우수기업-공기업 in 서울
98,강원특별자치도,0,3,1,53059,295,-,500,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
99,강원특별자치도,2,3,3,874015900,"2,847",7540,153127500,안정적인 장수 회사-구직자 인기기업-HOT한 인기기업-평균연봉 6천이상-대기업 in 서울-KOSPI 상장
100,충북,4,1,3,874015900,"2,847",-,153127500,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-HOT한 인기기업-보너스로 행복해요♥-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
101,충북,0,1,3,874015900,"2,847",-,153127500,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
102,충북,0,3,3,32879127,"3,241",5739,208129,성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-지방에 위치한 대기업
103,충북,0,1,1,4499319,418,5928,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-인크루트 인증 우수기업
104,충북,0,2,1,24636017,"5,624",4166,19400,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업-인크루트 인증 우수기업-KOSPI 상장
105,충북,4,3,3,173969139,"3,219",5553,11701220,구직자 인기기업-복지의 끝판왕-매출 1조 클럽-집 걱정 안 하기-매출 1000대 기업-대기업 in 서울-KOSPI 상장
106,충북,0,3,3,173969139,"3,219",-,11701220,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
107,충북,0,2,3,211411300,"13,343",11230,338139200,구직자 인기기업-복지의 끝판왕-평균연봉 6천이상-신입연봉이 4천이상-집 걱정 안 하기-인크루트 인증 우수기업-대기업 in 서울-KOSPI 상장
108,충북,2,3,3,211411300,"13,343",-,338139200,안정적인 장수 회사-구직자 인기기업-복지의 끝판왕-보너스로 행복해요♥-집 걱정 안 하기-인크루트 인증 우수기업-장기근속수당제공 기업-KOSPI 상장-휴식까지 챙겨줘요!
109,충북,3,3,3,211411300,"13,343",-,338139200,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-복지의 끝판왕-잘나가는 의료·바이오기업-인크루트 인증 우수기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
110,충남,4,1,3,211411300,"13,343",-,338139200,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-HOT한 인기기업-보너스로 행복해요♥-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
111,충남,0,1,3,211411300,"13,343",-,338139200,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
112,충남,0,3,2,2547000000,"18,000",-,-,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업
113,충남,0,3,1,-,-,-,-,구직자 인기기업-채용에 적극적인 회사-인크루트 인증 우수기업
114,충남,3,3,1,-,-,-,-,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-휴식까지 챙겨줘요!
115,충남,0,2,1,24636017,"5,624",4166,19400,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업-인크루트 인증 우수기업-KOSPI 상장
116,충남,4,3,3,173969139,"3,219",5553,11701220,구직자 인기기업-복지의 끝판왕-매출 1조 클럽-집 걱정 안 하기-매출 1000대 기업-대기업 in 서울-KOSPI 상장
117,충남,0,2,3,251269913,"1,257",6865,18317031,성장판 열린 회사-매출 1조 클럽-매출 1000대 기업-인크루트 인증 우수기업-KOSPI 상장
118,충남,0,3,3,251269913,"1,257",-,18317031,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
119,충남,4,3,3,251269913,"1,257",-,18317031,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-매출 1조 클럽-매출 1000대 기업-인크루트 인증 우수기업-KOSPI 상장
120,전북특별자치도,4,1,3,251269913,"1,257",-,18317031,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-HOT한 인기기업-보너스로 행복해요♥-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
121,전북특별자치도,0,1,3,251269913,"1,257",-,18317031,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
122,전북특별자치도,0,3,3,32879127,"3,241",5739,208129,성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-지방에 위치한 대기업
123,전북특별자치도,0,3,2,2547000000,"18,000",-,-,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업
124,전북특별자치도,0,1,1,4499319,418,5928,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-인크루트 인증 우수기업
125,전북특별자치도,0,3,1,4499319,418,-,4933250,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-공기업 in 서울
126,전북특별자치도,3,3,1,4499319,418,-,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-휴식까지 챙겨줘요!
127,전북특별자치도,2,3,2,178000000,"1,570",7815,-,안정적인 장수 회사-성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-거침없이 성장하는 회사-인크루트 인증 우수기업-KOSPI 상장
128,전북특별자치도,0,2,1,24636017,"5,624",4166,19400,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업-인크루트 인증 우수기업-KOSPI 상장
129,전북특별자치도,0,3,1,24636017,"5,624",-,19400,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
130,전남,4,1,1,24636017,"5,624",-,19400,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-HOT한 인기기업-보너스로 행복해요♥-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
131,전남,0,1,1,24636017,"5,624",-,19400,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
132,전남,0,3,3,32879127,"3,241",5739,208129,성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-지방에 위치한 대기업
133,전남,0,3,2,2547000000,"18,000",-,-,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업
134,전남,0,2,1,24636017,"5,624",4166,19400,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업-인크루트 인증 우수기업-KOSPI 상장
135,전남,0,3,1,24636017,"5,624",-,19400,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
136,전남,2,1,1,24636017,"5,624",-,19400,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-아침을 왜 굶어요?-평균연봉 6천이상-지방에 위치한 대기업-자기계발비 지원 기업-보너스로 행복해요♥-내 출퇴근은 내 맘대로-아낌없이 주는 커피-아이와 함께 출근해요-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
137,전남,4,3,1,24636017,"5,624",-,19400,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-아침을 왜 굶어요?-평균연봉 6천이상-지방에 위치한 대기업-자기계발비 지원 기업-보너스로 행복해요♥-내 출퇴근은 내 맘대로-아낌없이 주는 커피-아이와 함께 출근해요-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-인크루트 인증 우수기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
138,전남,3,3,1,24636017,"5,624",-,19400,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-복지의 끝판왕-잘나가는 의료·바이오기업-인크루트 인증 우수기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
139,전남,3,3,3,242448298,"1,510",5851,7473814,안정적인 장수 회사-구직자 인기기업-매출 1조 클럽-평균연봉 6천이상-매출 1000대 기업-대기업 in 서울-KOSPI 상장
140,경북,0,1,3,242448298,"1,510",-,7473814,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
141,경북,0,3,2,2547000000,"18,000",-,-,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업
142,경북,0,1,1,4499319,418,5928,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-인크루트 인증 우수기업
143,경북,3,3,1,4499319,418,-,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-휴식까지 챙겨줘요!
144,경북,0,1,1,4499319,418,-,4933250,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-평균연봉 6천이상-지방에 위치한 대기업-매출 1000대 기업-KOSPI 상장
145,경북,0,3,1,4499319,418,-,4933250,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-인크루트 인증 우수기업-공기업 in 서울
146,경북,0,3,1,4499319,418,-,4933250,구직자 인기기업-채용에 적극적인 회사-보너스로 행복해요♥-인크루트 인증 우수기업
147,경북,0,0,3,211411300,"13,343",11230,338139200,구직자 인기기업-복지의 끝판왕-평균연봉 6천이상-신입연봉이 4천이상-집 걱정 안 하기-인크루트 인증 우수기업-대기업 in 서울-KOSPI 상장
148,경북,4,3,3,173969139,"3,219",5553,11701220,구직자 인기기업-복지의 끝판왕-매출 1조 클럽-집 걱정 안 하기-매출 1000대 기업-대기업 in 서울-KOSPI 상장
149,경북,0,0,3,211411300,"13,343",11230,338139200,구직자 인기기업-복지의 끝판왕-평균연봉 6천이상-신입연봉이 4천이상-집 걱정 안 하기-인크루트 인증 우수기업-대기업 in 서울-KOSPI 상장
150,경남,4,1,3,211411300,"13,343",-,338139200,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-HOT한 인기기업-보너스로 행복해요♥-집 걱정 안 하기-거침없이 성장하는 회사-매출 1000대 기업-장기근속수당제공 기업-KOSPI 상장-빵빵한 구내식당-휴식까지 챙겨줘요!
151,경남,0,1,3,211411300,"13,343",-,338139200,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
152,경남,0,3,3,32879127,"3,241",5739,208129,성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-지방에 위치한 대기업
153,경남,0,2,1,13564657,"1,592",5461,185200,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-보너스로 행복해요♥-집 걱정 안 하기-인크루트 인증 우수기업-휴식까지 챙겨줘요!
154,경남,3,3,1,13564657,"1,592",-,185200,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-매출 1조 클럽-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-육아휴직 제공 기업-KOSPI 상장-휴식까지 챙겨줘요!
155,경남,0,1,1,13564657,"1,592",-,185200,안정적인 장수 회사-성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-평균연봉 6천이상-지방에 위치한 대기업-매출 1000대 기업-KOSPI 상장
156,경남,2,3,2,178000000,"1,570",7815,-,안정적인 장수 회사-성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-거침없이 성장하는 회사-인크루트 인증 우수기업-KOSPI 상장
157,경남,4,3,3,173969139,"3,219",5553,11701220,구직자 인기기업-복지의 끝판왕-매출 1조 클럽-집 걱정 안 하기-매출 1000대 기업-대기업 in 서울-KOSPI 상장
158,경남,2,3,3,874015900,"2,847",7540,153127500,안정적인 장수 회사-구직자 인기기업-HOT한 인기기업-평균연봉 6천이상-대기업 in 서울-KOSPI 상장
159,경남,0,2,3,211411300,"13,343",11230,338139200,구직자 인기기업-복지의 끝판왕-평균연봉 6천이상-신입연봉이 4천이상-집 걱정 안 하기-인크루트 인증 우수기업-대기업 in 서울-KOSPI 상장
160,제주,0,1,3,211411300,"13,343",-,338139200,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-매출 1조 클럽-HOT한 인기기업-매출 1000대 기업-인크루트 인증 우수기업
161,제주,0,3,3,32879127,"3,241",5739,208129,성장판 열린 회사-채용에 적극적인 회사-HOT한 인기기업-지방에 위치한 대기업
162,제주,0,3,2,2547000000,"18,000",-,-,안정적인 장수 회사-구직자 인기기업-채용에 적극적인 회사-HOT한 인기기업
163,제주,0,3,2,2547000000,"18,000",-,-,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-HOT한 인기기업-평균연봉 6천이상-지방에 위치한 대기업-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
164,제주,3,3,3,242448298,"1,510",5851,7473814,안정적인 장수 회사-구직자 인기기업-매출 1조 클럽-평균연봉 6천이상-매출 1000대 기업-대기업 in 서울-KOSPI 상장
165,제주,4,3,3,92194123,"3,033",3277,2400000,성장판 열린 회사-구직자 인기기업-채용에 적극적인 회사-거침없이 성장하는 회사-매출 1000대 기업-인크루트 인증 우수기업-대기업 in 서울-육아휴직 제공 기업
166,제주,0,3,3,92194123,"3,033",-,2400000,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-HOT한 인기기업-평균연봉 6천이상-지방에 위치한 대기업-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
167,제주,0,3,3,92194123,"3,033",-,2400000,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-HOT한 인기기업-평균연봉 6천이상-지방에 위치한 대기업-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
168,제주,0,3,3,92194123,"3,033",-,2400000,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-HOT한 인기기업-평균연봉 6천이상-지방에 위치한 대기업-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
169,제주,0,3,3,92194123,"3,033",-,2400000,구직자 인기기업-채용에 적극적인 회사-복지의 끝판왕-HOT한 인기기업-평균연봉 6천이상-지방에 위치한 대기업-보너스로 행복해요♥-집 걱정 안 하기-매출 1000대 기업-장기근속수당제공 기업-빵빵한 구내식당-휴식까지 챙겨줘요!
